#sample,chr,startpos,endpos,BAF,pval,LogR,ntot,nMaj1_A,nMin1_A,frac1_A,nMaj2_A,nMin2_A,frac2_A,SDfrac_A,SDfrac_A_BS,frac1_A_0.025,frac1_A_0.975,frac1_A_corrected_for_purity,frac2_A_corrected_for_purity,,
A22-f,6,192157,2568119,0.831818511,1,-1.295028812,1.062075041,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,2583443,6454771,0.899838203,1,-0.567446589,2.06960877,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,6914906,11331129,0.500339794,1,0.295183695,4.15127308,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,11445378,12580740,0.643148583,1,0.017291038,3.340880115,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,12622739,14044568,0.505255361,1,0.342431831,4.305262207,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,14044928,18347412,0.633364568,8.69E-11,-0.075736812,3.102644586,2,1,0.94209489,2,2,0.05790511,0.009037924,0.009050131,0.925266277,0.960467345,0.761212671,0.046787329,,
A22-f,6,18349234,21484927,0.501737672,1,0.425775795,4.589496573,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,21485478,24862135,0.900471426,1,-0.414078068,2.354921929,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,24864254,28112562,0.509419408,1,0.34795615,4.323598352,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,28112713,29839360,0.625200697,1.82E-22,-0.042116945,3.186974632,2,1,0.895973656,2,2,0.104026344,0.010862617,0.010851353,0.873956493,0.917593797,0.723946714,0.084053286,,
A22-f,6,29839381,32447364,0.531598779,6.61E-97,0.17738965,3.788622307,2,1,0.265946501,2,2,0.734053499,0.01169657,0.011159757,0.244873713,0.287228677,0.214884773,0.593115227,,
A22-f,6,32447451,32655180,0.695431721,1.46E-05,0.391205255,4.469601943,3,1,0.819372081,3,2,0.180627919,0.04298751,0.042563006,0.734232806,0.902523767,0.662052641,0.145947359,,
A22-f,6,32655213,37903273,0.514825469,3.62E-30,0.157841578,3.731252967,2,1,0.128841677,2,2,0.871158323,0.010882815,0.010872195,0.108092247,0.150840471,0.104104075,0.703895925,,
A22-f,6,37903660,41043148,0.894566044,1,-0.594415795,2.022498886,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,41070216,46004698,0.506727011,1,0.216761299,3.906556023,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,46007845,49125037,0.644818799,1,1.017707636,7.158087118,4,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,49125846,51917968,0.58207672,1,0.793005764,6.057307525,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,51919900,98859194,0.642184077,1,0.135149093,3.665623134,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,98870399,99903749,0.499807404,1,-0.397481912,2.38765398,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,99904008,104694332,0.64166977,1,0.160328144,3.738507419,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,104694716,105352312,0.507189293,1,0.435830594,4.624910512,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,105353475,120937129,0.643776581,1,0.075888084,3.499021559,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,120940794,122358547,0.590614262,1,0.773588683,5.969990596,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,122360537,128514053,0.500378918,1,0.503834514,4.871017027,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,128530307,131420459,0.900086871,1,-0.36349765,2.455866535,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,131428792,132712547,0.832453536,1.99E-20,-0.422672816,2.338118206,2,0,0.786812174,2,1,0.213187826,0.024418131,0.024684627,0.733985275,0.833849556,0.635744237,0.172255763,,
A22-f,6,132713213,138818837,0.898147347,1,-0.426580509,2.330511258,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,138820724,144997516,0.64400186,1,0.086182442,3.527473343,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,144997663,146082282,0.504015818,1,-0.254907872,2.684915021,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,6,146083860,170916550,0.642020846,1,-0.02816361,3.222555512,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,7,37445,43910682,0.639690479,1,0.008860021,3.318650497,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,7,43911730,159122682,0.50421863,1,0.386981877,4.455150735,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,8,155757,47120040,0.900311517,1,-0.471520441,2.244493606,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,8,47120426,47212791,0.655388418,0.42709064,0.217973599,3.910238665,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,8,47216236,47378516,0.925061056,1,-0.206161646,2.793477323,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,8,47378797,125431654,0.64013659,1,0.124049064,3.633894332,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,8,125431834,127382601,0.589070214,1,0.674103822,5.54059484,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,8,127394134,132941814,0.647814175,1,0.332822675,4.273534605,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,8,132942099,133326153,0.900695829,1,-0.455164876,2.275489425,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,8,133329296,139370480,0.640742813,1,0.029027555,3.372042259,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,8,139374026,140661285,0.90275832,1,-0.556097169,2.089698767,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,8,140665076,141119151,0.646216538,1,-0.36343571,2.455992333,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,8,141119901,146300622,0.89666014,1,-0.922639937,1.556037026,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,9,10469,141033723,0.501912442,1,0.32345435,4.242804965,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,9,141035407,141099663,0.828925775,0.247679914,-0.152778828,2.916650352,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,10,77582,28544793,0.896343716,1,-0.549744617,2.101012817,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,10,28560610,31937548,0.621807408,9.80E-32,-0.076098096,3.101748993,2,1,0.876447201,2,2,0.123552799,0.010792201,0.01078354,0.854882333,0.896322392,0.708169338,0.099830662,,
A22-f,10,31939485,34246902,0.894431037,1,-0.536550012,2.124672534,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,10,34247084,35780430,0.755144319,6.34E-33,-0.348577959,2.486324366,2,0,0.511694008,2,1,0.488305992,0.024985568,0.02587958,0.458137023,0.561677048,0.413448758,0.394551242,,
A22-f,10,35781244,37163932,0.62615544,7.23E-12,0.037945068,3.395889606,2,1,0.901429512,2,2,0.098570488,0.014620516,0.014704481,0.872724305,0.928977646,0.728355046,0.079644954,,
A22-f,10,37165771,38026980,0.737913806,1.04E-05,-0.182253268,2.848079264,2,0,0.442520379,2,1,0.557479621,0.013332732,0.013112121,0.416263135,0.466971636,0.357556466,0.450443534,,
A22-f,10,38027083,42525269,0.646597229,1,0.004007786,3.305915639,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,10,42526835,64678682,0.565858136,2.58E-299,0.171630168,3.771638631,2,1,0.520726665,2,2,0.479273335,0.004703957,0.004924948,0.510751155,0.530530978,0.420747145,0.387252855,,
A22-f,10,64679505,66842771,0.619459481,3.99E-15,0.234974289,3.962209511,2,1,0.862810988,2,2,0.137189012,0.017798562,0.01767062,0.83018114,0.89719145,0.697151278,0.110848722,,
A22-f,10,66843738,106540909,0.776724343,0,-0.397648087,2.38732437,2,0,0.594000294,2,1,0.405999706,0.002667513,0.002754839,0.588346383,0.599286156,0.479952238,0.328047762,,
A22-f,10,106611695,109080434,0.661125798,5.74E-06,-0.948479355,1.479177254,1,0,0.602979179,1,1,0.397020821,0.010666646,0.010820011,0.580883442,0.623719015,0.487207177,0.320792823,,
A22-f,10,109080807,135498976,0.781736094,0,-0.468589249,2.250022764,2,0,0.612464915,2,1,0.387535085,0.002482947,0.002438817,0.607528493,0.617126342,0.494871651,0.313128349,,
A22-f,11,175241,11276082,0.598139852,0,-0.313970147,2.558199125,1,1,0.395784586,2,1,0.604215414,0.008134195,0.008221082,0.379621371,0.411463014,0.319793945,0.488206055,,
A22-f,11,11280690,30327162,0.64117091,1,0.074418857,3.494977405,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,11,30329232,30683687,0.905948961,1,-0.393448073,2.395666832,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,11,30685685,49210524,0.640948628,1,0.031797137,3.379432941,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,11,49214048,50782777,0.775345452,1,0.798657751,6.08294563,4,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,11,51098366,57437551,0.642434296,1,0.113232788,3.603210576,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,11,57445149,129624427,0.502934138,1,-0.503384555,2.185107053,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,11,129625118,134944160,0.641931375,1,-0.042150415,3.186889697,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,12,93879,32459382,0.899972452,1,-0.485528199,2.218225097,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,12,32495246,32779938,0.546043446,1.12E-12,0.272667536,4.079644869,2,2,0.546203153,3,2,0.453796847,0.066174131,0.064386537,0.420149507,0.6729474,0.441332148,0.366667852,,
A22-f,12,32780229,34828307,0.897358713,1,-0.469936842,2.247479381,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,12,37857819,71918578,0.639211014,1,0.037305829,3.394175235,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,12,71921663,104000792,0.501591965,1,0.489380516,4.817732781,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,12,104001220,106095632,0.639401977,1,-0.020293414,3.242776755,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,12,106095749,106406046,0.51168413,0.001592296,0.393291339,4.47675556,2,2,0.892945854,3,2,0.107054146,0.03441986,0.033859536,0.823545502,0.961635537,0.72150025,0.08649975,,
A22-f,12,106409695,108950947,0.643715327,1,-0.03356924,3.208730355,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,12,108951515,110974890,0.575244357,1.00E-07,0.443076554,4.650584913,2,2,0.207420703,3,2,0.792579297,0.037082723,0.036964011,0.129769979,0.282127057,0.167595928,0.640404072,,
A22-f,12,110975675,122622637,0.713414845,2.09E-24,0.206267072,3.874806381,2,1,0.157564581,3,1,0.842435419,0.01485424,0.015206566,0.125518088,0.187296197,0.127312181,0.680687819,,
A22-f,12,122641420,126157346,0.638587422,1,-0.312812271,2.560633778,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,12,126157970,129240036,0.507974813,1,-0.488802535,2.212121481,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,12,129247643,129894864,0.639861056,1,-0.200551852,2.80620784,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,12,129895292,130358919,0.521101683,1.30E-05,-0.506099564,2.180107351,1,1,0.890982776,2,1,0.109017224,0.02578431,0.025040995,0.842423153,0.940881897,0.719914083,0.088085917,,
A22-f,12,130361719,133839206,0.7144805,1,0.005686641,3.310317006,3,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,13,19020917,31773034,0.506862905,1,-0.521988699,2.151035343,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,13,31774060,49663440,0.834922671,1,-1.191176822,1.176735222,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,13,49663915,71883936,0.505166745,1,-0.328700081,2.527396591,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,13,71885336,78787548,0.643151391,1,0.130250097,3.651589533,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,13,78789272,115109852,0.724434281,1,0.470796526,4.750003216,3,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,14,19083154,107289436,0.641071984,1,0.012323414,3.327766523,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,15,20001861,33459867,0.51117936,1.18E-26,0.342101722,4.304168743,2,2,0.897676507,3,2,0.102323493,0.009759451,0.009586343,0.879011085,0.916499483,0.725322618,0.082677382,,
A22-f,15,33462495,34037447,0.890031098,0.006875002,-0.446034633,2.292945809,2,0,0.96065871,2,1,0.03934129,0.014722605,0.014251901,0.930624008,0.987375424,0.776212238,0.031787762,,
A22-f,15,34038737,102505693,0.639305608,1,-0.031141223,3.214933716,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,16,83802,32215895,0.936927909,1,0.208957189,3.882923165,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,16,32257485,33483605,0.635775496,0.7191454,0.556109732,5.068246764,4,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,16,33580366,51558717,0.899079545,1,-0.538797139,2.120627827,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,16,51559464,90292766,0.839184652,1,-1.354536107,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,17,828,2326480,0.514337445,2.17E-06,-0.869770052,1.588704305,1,0,0.068967578,1,1,0.931032422,0.014110731,0.014020439,0.041816967,0.096628424,0.055725803,0.752274197,,
A22-f,17,2332441,2665633,0.718352329,1,0.085264053,3.524926822,3,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,17,2666160,7615143,0.92300726,1,-0.255020258,2.684668941,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,17,7615364,8280009,0.829937437,1,-1.599932303,0.805004539,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,17,8283379,17233402,0.64205574,1,-0.065425292,3.128300758,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,17,17234181,19777035,0.903827445,1,-0.780940846,1.755783115,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,17,19799630,79998834,0.641252711,1,-0.138037086,2.951475567,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,18,12007,40231502,0.503548965,1,-0.431367693,2.321220278,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,18,40233434,43609182,0.822685419,9.20E-11,-1.144589013,1.230915176,1,0,0.97043596,1,1,0.02956404,0.004637383,0.004608878,0.961337163,0.979928439,0.784112256,0.023887744,,
A22-f,18,43614685,78002730,0.502548833,1,-0.446211477,2.292606646,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,19,108003,59097308,0.505704374,1,-0.722266456,1.81077009,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,20,68749,26296280,0.838137927,1,-1.248553784,1.112367906,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,20,26306351,62955706,0.641283217,1,-0.150338234,2.922391347,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,21,9412503,15023417,0.582402837,1,0.144991092,3.693960844,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,21,15026777,18820756,0.502940563,1,0.431489851,4.609591727,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,21,18822262,25431181,0.897642156,1,-0.377740739,2.427082364,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,21,25439649,41610796,0.505510907,1,0.345045751,4.313929499,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,21,41611578,41787939,0.902406699,1,-0.407938264,2.3669874,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,21,41789960,42251261,0.500460559,1,0.415282875,4.552801773,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,21,42261858,45079245,0.917965032,5.97E-13,-0.424780022,2.350709861,2,0,0.584359855,3,0,0.415640145,0.067068057,0.066208274,0.456863283,0.718230701,0.472162763,0.335837237,,
A22-f,21,45082365,48101335,0.616855339,9.26E-42,0.283534166,4.114074145,3,1,0.226439691,3,2,0.773560309,0.015734304,0.016263472,0.191586122,0.258467219,0.18296327,0.62503673,,
A22-f,22,16052513,29293369,0.505888257,1,-0.710890451,1.828858258,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,22,29300306,31200051,0.601209461,6.77E-24,-0.231168229,2.737327246,1,1,0.372089705,2,1,0.627910295,0.032062924,0.031922397,0.30573063,0.428770493,0.300648482,0.507351518,,
A22-f,22,31204090,51222766,0.50457618,1,-0.760191998,1.751487477,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,2699450,2746558,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,2746835,2748253,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,2748292,2835583,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,2835605,2837034,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,2837358,2846064,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,2846204,2847609,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,2847795,3263316,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,3263690,3265384,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,3265613,3607718,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,3607740,3607793,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,3607876,3731820,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,3731891,3734433,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,3734823,3740846,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,3741069,3743516,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,3743573,3913125,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,3913313,3914262,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,3914361,4460685,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,4461065,4464706,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,4464820,6192528,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,6192767,6195507,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,6195548,6581752,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,6581879,7178792,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,7179088,9238298,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,9238373,9352661,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,9352677,9352807,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,9353045,10085085,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,10085171,10085738,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,10085862,10193376,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,10193594,12546944,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,12547244,12980581,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,12980944,12981932,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,12982102,13396729,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,13396810,13397236,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,13397315,13706561,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,13707256,13708230,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,13708348,14050851,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,14051262,15245676,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,15245816,15331736,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,15331815,15748482,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,15748624,15841900,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,15841974,16253722,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,16253896,16255012,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,16255039,16378083,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,16378086,16379339,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,16379377,16577363,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,16577563,17886667,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,17886782,18101709,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,18102092,18102382,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,18102487,18372180,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,18372664,18374435,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,18374994,18443306,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,18443552,18443951,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,18444767,20211502,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,20211518,21391485,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,21391822,21393386,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,21393647,21673655,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,21673783,21677835,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,21677887,21880501,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,21880699,21881407,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,21881477,22175254,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,22175522,22811407,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,22811417,22813556,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,22813590,23349790,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,23350330,23353818,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,23354161,23540435,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,23540937,23542142,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,23542180,23642891,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,23643022,23685210,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,23685422,23686163,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,23686164,24328917,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,24329367,24330348,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,24330386,24642143,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,24642187,24642422,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,24642695,24742074,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,24742179,25011374,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,25011611,25064572,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
